name,owner,full_name,description,stars,gameScore,language,license,homepage,html_url,topics,pushed_at
TeXnique,akshayravikumar,akshayravikumar/TeXnique,A LaTeX Typesetting Game,255,305,JavaScript,MIT,https://texnique.xyz,https://github.com/akshayravikumar/TeXnique,,2025-03-31T05:22:44Z
threejs-water,martinRenou,martinRenou/threejs-water,Implementation of Evan Wallace's webgl-water demo using ThreeJS,255,305,JavaScript,BSD-3-Clause,https://martinrenou.github.io/threejs-water,https://github.com/martinRenou/threejs-water,,2021-10-22T09:40:57Z
mimstris,mimshwright,mimshwright/mimstris,A falling block puzzle game created using React and Redux.,154,304,JavaScript,MIT,https://mimstris.onrender.com,https://github.com/mimshwright/mimstris,es6|experimental|game|pressed|puzzle|puzzle-game|react|redux|tetris|videogame,2023-01-09T14:53:00Z
besogo,yewang,yewang/besogo,"Embeddable SGF editor/viewer for the game of Go (aka Weiqi, Baduk)",119,302,JavaScript,MIT,http://yewang.github.io/besogo/,https://github.com/yewang/besogo,baduk|board-game|boardgame|go|goban|igo|javascript|sgf|sgf-editor|weiqi,2025-06-21T00:57:41Z
rocketcrab,tannerkrewson,tannerkrewson/rocketcrab,party games for phones,252,302,TypeScript,MIT,https://rocketcrab.com,https://github.com/tannerkrewson/rocketcrab,,2024-10-27T23:16:15Z
gameplaycolor,gameplaycolor,gameplaycolor/gameplaycolor,JavaScript Game Boy Color emulator for iOS,252,302,JavaScript,MIT,https://gameplaycolor.com,https://github.com/gameplaycolor/gameplaycolor,,2024-10-16T20:36:09Z
jeelizGlanceTracker,jeeliz,jeeliz/jeelizGlanceTracker,"JavaScript/WebGL lib: detect if the user is looking at the screen or not from the webcam video feed. Lightweight and robust to all lighting conditions. Great for play/pause videos if the user is looking or not, or for person detection. Link to live demo.",92,302,JavaScript,Apache-2.0,https://jeeliz.com,https://github.com/jeeliz/jeelizGlanceTracker,attention|deep-learning|detection|face|face-detection|face-detector|face-tracking|glance|javascript|library|lightweight|real-time|video|watching|webcam|webgl,2022-09-09T18:14:48Z
game_with_cocosCreater,yl1033669613,yl1033669613/game_with_cocosCreater,学习cocosCreator开发的小游戏，有贪吃蛇，flappy bird， 2048等,261,301,JavaScript,MIT,,https://github.com/yl1033669613/game_with_cocosCreater,cocoscreator|cocoscreator-wx|demo|game,2020-06-22T08:23:55Z
dao-2048,DaoCloud,DaoCloud/dao-2048,2048 is a number puzzle game.,220,300,JavaScript,MIT,http://daocloud.github.io/dao-2048/,https://github.com/DaoCloud/dao-2048,2048|2048-game|kubernetes,2025-04-21T08:34:37Z
discord-tictactoe,utarwyn,utarwyn/discord-tictactoe,Highly customizable innovative Discord Bot for playing Tic-Tac-Toe 🎮🏅,100,299,TypeScript,Apache-2.0,https://npmjs.com/package/discord-tictactoe,https://github.com/utarwyn/discord-tictactoe,discord|discord-bot|discord-games|discord-js|tic-tac-toe,2025-08-25T23:34:15Z
video-ambilight,brunos3d,brunos3d/video-ambilight,"🌈 project demonstrating an Ambilight effect with examples in HTML/CSS/Canvas, and React/Next.js.",119,299,TypeScript,MIT,https://brunos3d.github.io/video-ambilight/,https://github.com/brunos3d/video-ambilight,ambilight|clone|css|design|effect|event|fx|html5|javascript|nextjs|nextjs-conf|sample|styles,2024-12-23T08:47:59Z
ngx-videogular,videogular,videogular/ngx-videogular,The HTML5 video player for Angular 2 and successor to videogular2,141,298,TypeScript,MIT,,https://github.com/videogular/ngx-videogular,angular|angular-components|angular15|html5-video-player|ivy|video|video-player,2025-08-13T09:22:30Z
anime.tv,TranHuuDat2004,TranHuuDat2004/anime.tv,"ANIME.TV - Your personal space to stream, explore, and enjoy your favorite Anime & Manga. Features video playback, image/GIF galleries, manga reader, and puzzle games.",29,298,JavaScript,MIT,https://tranhuudat2004.github.io/anime.tv/,https://github.com/TranHuuDat2004/anime.tv,anime|crunchyroll-clone|css|frontend|gif-gallery|github-pages|html|image-gallery|javascript|learning-project|manga|manga-reader|non-commercial|personal-project|puzzle-game|vanilla-js|video-player,2025-07-07T06:22:15Z
spaceinvaders,dwmkerr,dwmkerr/spaceinvaders,Classic Space Invaders game written in JavaScript as a learning exercise.,208,298,JavaScript,MIT,https://dwmkerr.github.io/spaceinvaders,https://github.com/dwmkerr/spaceinvaders,games|javascript|learning|space-invaders,2023-11-19T22:43:56Z
baogame,guanyuxin,guanyuxin/baogame,一个html5的多人游戏，后台使用node，前端canvas，使用socket通信,248,298,JavaScript,MIT,http://guanyuxin.com/,https://github.com/guanyuxin/baogame,,2019-10-30T21:43:21Z
h5-game-blockBreaker,yangyunhe369,yangyunhe369/h5-game-blockBreaker,使用es6语法及原生javascript实现的h5小游戏-打砖块,298,298,JavaScript,MIT,,https://github.com/yangyunhe369/h5-game-blockBreaker,,2018-06-19T03:52:24Z
monstereos,MonsterEOS,MonsterEOS/monstereos,A Tamagotchi and Battle Game for EOS Blockchain :),187,297,TypeScript,MIT,https://monstereos.io,https://github.com/MonsterEOS/monstereos,blockchain|eos|eos-blockchain|eosio|pet|tamagotchi-game,2018-11-26T14:32:43Z
eternum,BibliothecaDAO,BibliothecaDAO/eternum,onchain eternal game,76,296,JavaScript,MIT,https://eternum.realms.world,https://github.com/BibliothecaDAO/eternum,cairo|cairo-lang|dojo|game|onchain|web3|zk,2025-08-26T16:23:43Z
aws-reinvent-trivia-game,aws-samples,aws-samples/aws-reinvent-trivia-game,Sample trivia game built with AWS Fargate. See https://www.reinvent-trivia.com,196,295,JavaScript,MIT,,https://github.com/aws-samples/aws-reinvent-trivia-game,,2025-08-25T23:47:16Z
vcs-game-maker,haroldo-ok,haroldo-ok/vcs-game-maker,Create Atari 2600 programs with no coding knowledge.,48,295,JavaScript,MIT,https://haroldo-ok.itch.io/vcs-game-maker,https://github.com/haroldo-ok/vcs-game-maker,atari2600|bataribasic|blockly|homebrew|ide|no-code|retrogaming|visual-language|visual-scripting-language|vue,2025-08-23T12:07:15Z
Sky-Shader,Tw1ddle,Tw1ddle/Sky-Shader,:sunny: WebGL sky and sun shader editor,145,295,JavaScript,MIT,https://samcodes.co.uk/code/,https://github.com/Tw1ddle/Sky-Shader,demo|glsl|ludum|ludum-dare|particle|shader|skies|sky|threejs|webgl,2021-12-13T23:56:00Z
dottie,lmcrean,lmcrean/dottie,"Dottie : Your Period Bestie. Empowering adolescent girls with knowledge about their menstrual health through accessible, friendly AI-powered guidance.",46,293,JavaScript,Apache-2.0,http://dottie-lmcreans-projects.vercel.app,https://github.com/lmcrean/dottie,concurrently|express|javascript|node|nodemon|postgresql|react|sql|sqlite|tailwind|three-js,2025-08-13T16:01:17Z
hangman-game,abdoutech19,abdoutech19/hangman-game,"A responsive hangman game built with vanilla javascript, html, and css. Animated with GSAP and canvas animations.",43,293,JavaScript,MIT,http://www.hangman-js.epizy.com/,https://github.com/abdoutech19/hangman-game,animation|asynchronous-programming|canvas|canvas-game|css|css-grid|css3|flexbox|game|gsap|hangman|hangman-game|html|html5|illustrator|javascript|javascript-game|promise|rope-string|word-guessing-game,2024-05-18T14:15:57Z
tensorflowjs-remove-background,poly-glot,poly-glot/tensorflowjs-remove-background,Remove Background from the picture using WebAssembly & TensorFlow.js,113,293,JavaScript,MIT,https://removebg.junaid.guru,https://github.com/poly-glot/tensorflowjs-remove-background,canvas|javascript|jest-tests|micro-app|tdd-javascript|tensorflow-experiments|tensorflow-model|tensorflowjs|vanilla-javascript|vanilla-js|vanillajs|webassembly-demo|year-2020,2023-07-07T23:09:17Z
liquid-shape-distortions,collidingScopes,collidingScopes/liquid-shape-distortions,"Create psychedelic animations in real-time in the browser.  Webgl shader using liquid motion, distortion, shadows, and light.",85,291,JavaScript,MIT,https://collidingscopes.github.io/liquid-shape-distortions/,https://github.com/collidingScopes/liquid-shape-distortions,album-art|animation|art|canvas|fluid-simulation|free|generative-art|generator|javascript|open-source|psychedelic|shader|spotify-canvas|trippy|webgl,2025-05-24T12:34:58Z
ai-murder-mystery-hackathon,ironman5366,ironman5366/ai-murder-mystery-hackathon,The game is afoot,241,291,TypeScript,MIT,https://ai-murder-mystery.onrender.com,https://github.com/ironman5366/ai-murder-mystery-hackathon,,2024-07-25T16:42:11Z
Wolfensvelte-3D,snuffyDev,snuffyDev/Wolfensvelte-3D,"Wolfenstein 3D, reimagined in Svelte - rendered with the DOM",161,291,TypeScript,Unlicense,https://wolfensvelte-3d.vercel.app/,https://github.com/snuffyDev/Wolfensvelte-3D,css|game|hackathon|html|svelte|sveltehack|typescript|wolfenstein-3d,2023-11-08T16:44:40Z
FullScreenPokemon,FullScreenShenanigans,FullScreenShenanigans/FullScreenPokemon,"A free HTML5 remake of the original Pokemon, expanded for modern browsing.",221,291,TypeScript,MIT,,https://github.com/FullScreenShenanigans/FullScreenPokemon,fullscreenmario|game|gamestartr|html5-remake|javascript|pokemon|typescript,2023-03-05T05:31:13Z
expo-phaser,expo,expo/expo-phaser,Use Phaser.js on mobile with Expo GL,238,288,JavaScript,MIT,,https://github.com/expo/expo-phaser,android|game|ios|phaser|react-native,2023-02-27T17:31:53Z
bump,kittykatattack,kittykatattack/bump,A set of 2D collision utilities for games.,288,288,JavaScript,MIT,,https://github.com/kittykatattack/bump,,2018-11-01T11:03:39Z
react-solitaire,gcedo,gcedo/react-solitaire,React implementation of the famous solitaire card game,186,286,JavaScript,MIT,http://gcedo.github.io/react-solitaire/,https://github.com/gcedo/react-solitaire,immutablejs|react|react-dnd|redux|solitaire,2019-10-28T15:06:37Z
mobile-games,merrier,merrier/mobile-games,:game_die: 这里总结了我的团队做过的手机小游戏，大部分都是微信相关的，用于营销和推广,205,285,JavaScript,MIT,https://merrier.github.io/mobile-games/,https://github.com/merrier/mobile-games,games|moblie|weixin,2018-01-17T02:30:49Z
slither,littensy,littensy/slither,🐍 A casual game with a soothing Catppuccin color palette,172,282,TypeScript,MIT,https://www.roblox.com/games/14162747150,https://github.com/littensy/slither,catppuccin|game|react|roblox|roblox-ts|typescript,2025-05-14T04:30:40Z
muse,moefront,moefront/muse,🎧 All you need is a simple and diligent HTML 5 music player written in React.,88,280,TypeScript,MIT,https://github.com/moefront/muse,https://github.com/moefront/muse,audio|html5|mobx|muse|player|react|redux|typescript,2025-07-19T09:31:07Z
shengji,rbtying,rbtying/shengji,An online version of shengji (a.k.a. tractor) and zhaopengyou (a.k.a. Finding Friends),93,279,TypeScript,MIT,https://robertying.com/shengji/,https://github.com/rbtying/shengji,card-games|finding-friends|shengji|tractor|zhaopengyou,2025-08-12T17:33:30Z
webgl-particles,skeeto,skeeto/webgl-particles,WebGL particle system demo,229,279,JavaScript,Unlicense,http://skeeto.github.io/webgl-particles/,https://github.com/skeeto/webgl-particles,,2017-05-05T01:10:01Z
jplayer-skin-premium-pixels,lukemcdonald,lukemcdonald/jplayer-skin-premium-pixels,A responsive HTML5 jPlayer skin with playlist.,75,278,JavaScript,MIT,https://lukemcdonald.github.io/jplayer-skin-premium-pixels/,https://github.com/lukemcdonald/jplayer-skin-premium-pixels,audio|audio-player|html5|jplayer|playlist|tailwindcss|vitejs,2025-08-09T13:53:36Z
elevation-of-privilege,dehydr8,dehydr8/elevation-of-privilege,An online multiplayer version of the Elevation of Privilege (EoP) threat modeling card game,145,278,JavaScript,MIT,,https://github.com/dehydr8/elevation-of-privilege,boardgame-io|card-game|eop|stride|threat-dragon|threat-modeling,2025-07-30T16:05:59Z
minecraft-scripting-samples,microsoft,microsoft/minecraft-scripting-samples,Contains various samples of GameTest Framework JavaScript + Minecraft Bedrock Edition,196,276,TypeScript,MIT,,https://github.com/microsoft/minecraft-scripting-samples,,2025-08-06T12:46:15Z
typed-screeps,screepers,screepers/typed-screeps,Strong TypeScript declarations for the game Screeps.,197,275,TypeScript,MIT,,https://github.com/screepers/typed-screeps,,2025-08-05T02:30:52Z
airboardgame,jrmi,jrmi/airboardgame,AirBoardGame is a versatile Virtual Table Top (VTT) platform designed for playing and creating any board game online with friends.,101,274,JavaScript,MIT,https://airboardgame.net/,https://github.com/jrmi/airboardgame,board-game|play-games|playground|remote|tabletop-simulator|virtual-tabletop|vtt,2025-07-10T18:55:30Z
Dodging-Turtis,Dodging-Turtis,Dodging-Turtis/Dodging-Turtis,Turtle-themed NFT game and marketplace promoting Indian art.,64,274,JavaScript,MIT,https://dodging-turtis-three.vercel.app/,https://github.com/Dodging-Turtis/Dodging-Turtis,blockchain|chainlink|ethereum|filecoin|ipfs|mern|nft|nftstorage|openzeppelin|phaser|polygon|react|smart-contracts|solidity|truffle|web3,2022-09-21T12:01:04Z
foundryvtt-starfinder,foundryvtt-starfinder,foundryvtt-starfinder/foundryvtt-starfinder,A community maintained implementation of the Starfinder Roleplaying Game for Foundry VTT.,94,273,JavaScript,MIT,https://foundryvtt.com/packages/sfrpg,https://github.com/foundryvtt-starfinder/foundryvtt-starfinder,foundry-vtt|game|starfinder,2025-08-25T14:17:45Z
minecraft-openai,manekinekko,manekinekko/minecraft-openai,Controlling a Minecraft NPC using OpenAI 🤖,122,272,JavaScript,MIT,https://slides.com/wassimchegham/playing-minecraft-artificial-intelligence-open-ai-gpt-3-javascript,https://github.com/manekinekko/minecraft-openai,ai|artificial-intelligence|game|gpt-3|minecraft|mineflayer|mineflayer-bot|mineflayer-pathfinder|npc|openai,2022-04-27T10:13:42Z
RoyalUr.net,RoyalUr,RoyalUr/RoyalUr.net,Play The Royal Game of Ur online! https://royalur.net,171,271,JavaScript,MIT,https://royalur.net,https://github.com/RoyalUr/RoyalUr.net,board-game|html5-game|royal-game-of-ur|royal-ur|web-game,2024-01-16T11:19:53Z
konterball,madebywild,madebywild/konterball,"Konterball is a single or 2-player virtual reality game, built for the web as a Google VR Chrome Experiment.",151,271,JavaScript,MIT,https://konterball.com,https://github.com/madebywild/konterball,bodymovin|cannonjs|greensock|howlerjs|threejs|vr|webvr,2022-12-06T15:23:44Z
ChatGPT_Agent,liyucheng09,liyucheng09/ChatGPT_Agent,A Game Demo Powered by ChatGPT Agents,270,270,TypeScript,MIT,,https://github.com/liyucheng09/ChatGPT_Agent,,2023-11-02T13:42:43Z
shadertoy-react,mvilledieu,mvilledieu/shadertoy-react,"6kB ""Shadertoy"" like react component letting you easily render your fragment shaders in your React web projects, without having to worry about implementing the WebGL part.",130,270,JavaScript,MIT,https://codesandbox.io/s/434qm4x4w0,https://github.com/mvilledieu/shadertoy-react,canvas|creative-coding|fragment-shader|glsl|pixel-shader|react|shader-effects|shaders|shadertoy,2023-03-07T00:26:39Z
super-sudoku,TN1ck,TN1ck/super-sudoku,Full featured open source sudoku with a very nice web interface.,122,268,TypeScript,MIT,https://sudoku.tn1ck.com,https://github.com/TN1ck/super-sudoku,sudoko|sudoku-game|sudoku-generator|sudoku-solver,2025-07-13T18:12:52Z
tega,francisrstokes,francisrstokes/tega,🕹 TypeScript Embedded GameBoy Macro Assembler,268,268,TypeScript,MIT,,https://github.com/francisrstokes/tega,,2023-03-11T13:31:54Z
GBFAP,MizaGBF,MizaGBF/GBFAP,"GBF Animation Player, an animation viewer for Granblue Fantasy characters",18,267,JavaScript,MIT,https://mizagbf.github.io/GBFAP/,https://github.com/MizaGBF/GBFAP,animation|animation-player|canvas2d|cjs|commonjs|createjs|granblue-fantasy|granbluefantasy|javascript|python,2025-08-25T09:26:47Z
norman-the-necromancer,danprince,danprince/norman-the-necromancer,💀 Entry for JS13k 2022,197,267,TypeScript,Unlicense,https://norman-the-necromancer.netlify.app/,https://github.com/danprince/norman-the-necromancer,game|js13k,2023-11-18T19:40:57Z
fifteenPuzzleGame,AbdallahHemdan,AbdallahHemdan/fifteenPuzzleGame,🎈 My implementation of the classic fifteen-puzzle-game which consists of 4x4 grid with 15 tiles numbered from 1 to 15. Tiles are moved to order the numbers...,17,267,JavaScript,MIT,https://abdallahhemdan.github.io/fifteenPuzzleGame/,https://github.com/AbdallahHemdan/fifteenPuzzleGame,15-puzzle|15puzzlegame|classic-games|cmp2022|consists|css|demo|fecu|fifteen-puzzle-game|frontend|game|hemdan|html|javescr|js|online-game|play|puzzle|puzzles|tiles,2020-02-05T05:19:00Z
uno-online,mizanxali,mizanxali/uno-online,Two player online game of UNO. Made using React and Socket.IO,156,266,JavaScript,MIT,https://www.youtube.com/watch?v=FBAJdbpFnjs,https://github.com/mizanxali/uno-online,card-game|game|react|socketio|uno|websockets,2023-04-07T01:45:49Z
mah,ffalt,ffalt/mah,a html5 mahjong solitaire game,80,265,TypeScript,MIT,https://ffalt.github.io/mah/,https://github.com/ffalt/mah,angular|game|html5|mahjong|pwa|svg,2025-08-01T15:55:47Z
dice-box,3d-dice,3d-dice/dice-box,3D Game Dice for any JavaScript App,185,265,JavaScript,MIT,https://fantasticdice.games/,https://github.com/3d-dice/dice-box,dice|javascript|rpg,2024-10-21T18:46:30Z
quizzity,sharkdp,sharkdp/quizzity,A fast-paced geography quiz,145,265,JavaScript,MIT,http://david-peter.de/quizzity/,https://github.com/sharkdp/quizzity,cities|countries|game|leaflet|map|quiz|website,2023-08-22T01:15:54Z
windgl,astrosat,astrosat/windgl,A WebGL wind particle simulation as a Mapbox custom layer,185,265,JavaScript,ISC,https://astrosat.github.io/windgl/,https://github.com/astrosat/windgl,mapbox|webgl-wind|wind,2023-01-03T17:49:59Z
js13k-2019,bencoder,bencoder/js13k-2019,xx142-b2.exe. An entry for js13kgames 2019,214,264,JavaScript,MIT,https://bencoder.github.io/js13k-2019,https://github.com/bencoder/js13k-2019,,2022-07-20T14:40:35Z
RadioPlayer,joeyboli,joeyboli/RadioPlayer,HTML5 Internet Radio Web Player.,31,263,JavaScript,MIT,https://radioplayerv5.vercel.app/,https://github.com/joeyboli/RadioPlayer,html5audio|html5player|icecast2|internet-radio-player|radio|radio-player|shoutcast|shoutcast-streaming|zeno-radio,2025-08-19T00:18:58Z
WFRP4e-FoundryVTT,moo-man,moo-man/WFRP4e-FoundryVTT,The premiere system for running grim and perilous games of Warhammer Fantasy Role-play in the Foundry VTT environment.,101,263,JavaScript,Apache-2.0,,https://github.com/moo-man/WFRP4e-FoundryVTT,foundryvtt|fvtt|roleplaying|tabletop|warhammer|wfrp|wfrp4e,2025-08-18T21:20:33Z
tetris,ytiurin,ytiurin/tetris,:space_invader: The original TETRIS game simulator,213,263,JavaScript,MIT,,https://github.com/ytiurin/tetris,audio|demo|game|tetris|tetris-game,2023-07-26T06:09:50Z
WikiSpeedrun,B0und,B0und/WikiSpeedrun,Wikipedia Speedrun Game ,103,262,TypeScript,MIT,https://wikispeedrun.org,https://github.com/B0und/WikiSpeedrun,reactjs|typescript,2025-08-15T09:24:48Z
warframe-hub,WFCD,WFCD/warframe-hub,:blue_book: Warframe hub strives to be the community center of the Warframe game,93,261,JavaScript,Apache-2.0,https://hub.warframestat.us,https://github.com/WFCD/warframe-hub,warframe-community|warframe-hub,2025-08-24T21:30:19Z
miitvip-canvas-demo,lirongtong,lirongtong/miitvip-canvas-demo,:fire: 涂鸦白板 - :collision: 采用离屏渲染方式来实现各种涂鸦工具的绘制，顺滑流畅的马克笔，支持圆形 / 矩形 / 箭头 / 直线等各类常用图形工具。:boom: 支持无限拖拽画布，激光笔，橡皮擦，文本，撤销，恢复等各式各样的基础功能。:dart: 非开源版本仅提供体验地址，具体将集成会议管理 / 用户管理 / 权限管理 / 在线聊天等，焕然一新的 UI 界面 :sweat_drops:,131,261,TypeScript,MIT,https://canvas.makeit.vip,https://github.com/lirongtong/miitvip-canvas-demo,canvas|demo|makeit|makeit-canvas|makeit-meeting|miitvip|typescript|vue,2024-08-07T07:23:55Z
webgpu-renderer,dtysky,dtysky/webgpu-renderer,"A simple renderer implemented by WebGPU, includes a builtin path tracing pipeline.",211,261,TypeScript,MIT,,https://github.com/dtysky/webgpu-renderer,3d|path-tracing|ray-tracing|renderer|webgpu,2023-09-19T06:06:02Z
kaplayground,kaplayjs,kaplayjs/kaplayground,"🧰 A web editor to edit and create KAPLAY projects, examples and more!",32,260,TypeScript,MIT,https://play.kaplayjs.com,https://github.com/kaplayjs/kaplayground,editor|game-development|game-engine|kaboom-js|kaboomjs|kaplay|monaco|playground,2025-08-25T00:16:23Z
alphago-zero-tictactoe-js,grimmerk,grimmerk/alphago-zero-tictactoe-js,A TypeScript game framework based on AlphaZero/TensorFlow.js runs in browser to demonstrate tic-tac-toe AI game. Use a pre-trained model or train from scratch. Ported from suragnair/alpha-zero-general (Python),40,260,TypeScript,MIT,https://grimmer.io/alphago-zero-tictactoe-js/,https://github.com/grimmerk/alphago-zero-tictactoe-js,alphazero|browser|cnn|create-react-app|deep-learning|game|javascript|monte-carlo-tree-search|neural-network|numjs|reactjs|reinforcement-learning|semantic-ui|skip-resnet-implementation|tic-tac-toe|tictactoe|typescript,2025-03-07T17:40:55Z
js13k-2018,starzonmyarmz,starzonmyarmz/js13k-2018,A 2D platformer created for js13kGames 2018,210,260,JavaScript,MIT,https://js13kgames.com/entries/onoff,https://github.com/starzonmyarmz/js13k-2018,,2021-10-08T13:56:03Z
steam-stat,Ananto30,Ananto30/steam-stat,🎮 Dynamically generate your Steam (game) stats card on SVG,23,258,JavaScript,MIT,https://steam-stat.vercel.app/api?profileName=topson,https://github.com/Ananto30/steam-stat,dynamic|github-profile-card|profile-readme|serverless|statistics|steam|steam-profile|steam-stats|svg|vercel,2025-08-11T07:12:39Z
game-boy-challenge,Snokke,Snokke/game-boy-challenge,Interactive Game Boy - Three.js Journey Challenge,93,257,TypeScript,MIT,https://gameboy.andriibabintsev.com,https://github.com/Snokke/game-boy-challenge,gameboy|games|three-js,2025-08-10T11:39:03Z
3d-piano-player,reality3d,reality3d/3d-piano-player,3D Piano player demo. Uses three.js and MIDI.js,257,257,JavaScript,MIT,,https://github.com/reality3d/3d-piano-player,,2024-06-01T17:15:45Z
cifplayer,tilde-lab,tilde-lab/cifplayer,"Minimalistic and fast HTML5 visualization of chemical structures in CIF, POSCAR, and OPTIMADE formats",28,256,TypeScript,MIT,http://nanoshow.mpds.io/,https://github.com/tilde-lab/cifplayer,cif|cifs|crystal-structure|crystallography|optimade|poscar|symmetry|threejs,2025-08-24T23:31:43Z
Web-Osu-Mania,HecticKiwi,HecticKiwi/Web-Osu-Mania,Play osu!mania beatmaps in Your browser.,36,256,TypeScript,MIT,https://webosumania.com,https://github.com/HecticKiwi/Web-Osu-Mania,game|javascript|nextjs|osu|pixi|react|rhythm-game|typescript,2025-08-17T01:24:39Z
chessbot,Piterden,Piterden/chessbot,"PvP chess bot for the Telegram messenger. Bot is inline, type @chessy_bot in any chat in the Telegram.",106,256,JavaScript,MIT,http://t-do.ru/chessy_bot,https://github.com/Piterden/chessbot,bot|chess|chess-board|chess-game|game|inline-keyboard|inline-message|pvp|pvp-chess-bot|telegram,2023-11-14T02:50:24Z
retroflightsim,ruben3d,ruben3d/retroflightsim,Attempt to replicate the visuals of late 80s / early 90s flight simulators,126,256,TypeScript,MIT,https://ruben3d.github.io/retroflightsim/dist,https://github.com/ruben3d/retroflightsim,3d|flightsim|game|retrogaming|threejs|typescript|web|webgl,2023-05-10T17:25:37Z
rogueworld,Arcanorum,Arcanorum/rogueworld,Everything for the game Rogueworld.,104,254,TypeScript,MIT,https://test.rogueworld.io/,https://github.com/Arcanorum/rogueworld,browser|game|hacktoberfest|javascript|mmo|mmorpg|nodejs|phaser|phaserjs|rpg,2023-11-16T18:40:49Z
stocks,austintackaberry,austintackaberry/stocks,machine learning web app game where the user competes against the AI in picking stocks,134,254,JavaScript,MIT,http://www.StockIT.tech,https://github.com/austintackaberry/stocks,d3|flask|javascript|pandas|python|react|sklearn,2022-12-08T13:27:10Z
westward,Jerenaux,Jerenaux/westward,A collaborative MMORPG made in Javascript,133,253,JavaScript,MIT,http://www.westward-online.com,https://github.com/Jerenaux/westward,game|javascript|mmorpg|nodejs|online-game|phaser3|phaserjs,2022-07-23T16:01:20Z
javascript-tiny-platformer,jakesgordon,jakesgordon/javascript-tiny-platformer,A very minimal javascript platform game,188,252,JavaScript,MIT,https://jakesgordon.com/writing/tiny-platformer/,https://github.com/jakesgordon/javascript-tiny-platformer,,2025-06-01T22:09:28Z
dungeongeneration,stefanweck,stefanweck/dungeongeneration,A roguelike game with a random dungeon generator. Written in Javascript.,200,250,JavaScript,MIT,www.stefanweck.nl,https://github.com/stefanweck/dungeongeneration,,2024-02-29T10:00:00Z
css3d-game,pkalogiros,pkalogiros/css3d-game,First person adventure game rendered in CSS/HTML,250,250,JavaScript,MIT,,https://github.com/pkalogiros/css3d-game,,2020-08-29T21:20:12Z
ball-drop-matter-js,Igamingdev1,Igamingdev1/ball-drop-matter-js,,14,248,JavaScript,MIT,https://ball-drop-matter-js.vercel.app,https://github.com/Igamingdev1/ball-drop-matter-js,ball-dropped|ball-game|balls|matter|matter-js|matterjs|particles|particles-js|particlesjs,2025-08-20T19:16:21Z
multi-cloud-html5-apps-samples,SAP-samples,SAP-samples/multi-cloud-html5-apps-samples,"Examples of HTML5 applications for multiple SAP BTP environments. The examples show how you can use standalone application routers or managed application routers to achieve different goals, and they demonstrate the capabilities of the SAP HTML5 Application Repository service for SAP BTP.",137,248,JavaScript,Apache-2.0,,https://github.com/SAP-samples/multi-cloud-html5-apps-samples,approuter|html5|html5-application|owner-nicoschoenteich|router|sample|sample-code|sap-btp,2025-06-18T14:46:17Z
MeepleStats,TommyTheHuman,TommyTheHuman/MeepleStats,A self-hosted web application to track boardgames matches within your group of friends,60,247,TypeScript,MIT,,https://github.com/TommyTheHuman/MeepleStats,boardgame|boardgames|flask|flask-mongodb|mongodb|react|self-hosted|statistics|vite,2025-08-23T08:34:44Z
dojo.js,dojoengine,dojoengine/dojo.js,Official JavaScript packages for Dojo.,36,246,TypeScript,MIT,https://dojoengine.github.io/dojo.js/,https://github.com/dojoengine/dojo.js,autonomous-worlds|dojo|gaming|onchain-game|starknet|starknet-react,2025-08-26T15:21:29Z
videostream,jhiesey,jhiesey/videostream,Play html5 video when from a file-like object,246,246,JavaScript,MIT,,https://github.com/jhiesey/videostream,,2024-02-22T10:40:19Z
three-fps,mohsenheydari,mohsenheydari/three-fps,Three.js first-person shooter example game.,196,246,JavaScript,MIT,,https://github.com/mohsenheydari/three-fps,ammojs|game|game-development|threejs|webpack,2022-05-22T10:55:07Z
AntiPacMan,vmikhav,vmikhav/AntiPacMan,HTML5 Pac-Man game with gesture recognition,86,246,JavaScript,MIT,https://vmikhav.itch.io/antipacman,https://github.com/vmikhav/AntiPacMan,arcade|arcade-game|game|game-2d|game-off|gameoff2017|gameplay|gesture-recognition|githubgameoff|html5-game|pacman,2020-05-22T05:04:23Z
scratch-card,1587315093,1587315093/scratch-card,"canvas实现的 react 刮刮卡组件,可用于刮奖与刮刮乐等业务; The react scratch card component implemented by canvas can be used for scratch-off and scratch-off games and other businesses",165,245,TypeScript,MIT,https://1587315093.github.io/scratch-card/,https://github.com/1587315093/scratch-card,canvas|react|reactjs,2023-11-22T10:45:58Z
amalia.js,ina-foss,ina-foss/amalia.js,Metadata enriched HTML5 video player,195,245,JavaScript,MIT,http://ina-foss.github.io/amalia.js,https://github.com/ina-foss/amalia.js,,2023-08-28T09:05:06Z
SYNTHBLAST-threejs-game,brianrisk,brianrisk/SYNTHBLAST-threejs-game,Retro-futuristic tank game. Pure JavaScript with ThreeJS.  Open Source,135,245,JavaScript,Apache-2.0,https://synthblast.com,https://github.com/brianrisk/SYNTHBLAST-threejs-game,3d|browser-game|game|javascript|synthwave|threejs,2022-08-12T12:22:55Z
saber,DipokalLab,DipokalLab/saber,🗡️ An interactive lightsaber simulator built with three.js,36,244,TypeScript,MIT,https://saber.fleet.im,https://github.com/DipokalLab/saber,game|react|shadcn-ui|simmulation|tailwindcss|threejs|typescript|vite|webgame,2025-07-25T11:44:32Z
